Word,Counts
bioelectricity,2
biomethane,2
bioreactor,2
blanket,2
blocking,2
bmi,2
bmkg,2
boat,2
boats,2
bond,2
boyolali,2
breakeven,2
brebes,2
brunei,2
bureau,2
byproducts,2
caco3,2
calcination,2
calculations,2
cambodia,2
camera,2
cane,2
canola,2
carbonation,2
carem,2
carlo,2
carrier,2
cars,2
cases,2
casing,2
catamaran,2
catastrophe,2
ccu,2
cells,2
celsius,2
centers,2
ch4c,2
characteristic,2
charcoal,2
charging,2
chinas,2
choice,2
choices,2
cilacap,2
circulation,2
citizen,2
citys,2
classes,2
classrooms,2
climatefriendly,2
closely,2
co2eqkg,2
co2eqyear,2
cobalt,2
code,2
coefficient,2
collectively,2
comfort,2
commercially,2
commission,2
commodities,2
competition,2
completely,2
complexes,2
compound,2
comprehensively,2
concentrate,2
conceptions,2
concepts,2
conditioning,2
conduit,2
conflict,2
congo,2
considerations,2
consistency,2
consistently,2
consolidation,2
constructions,2
containers,2
continuation,2
convention,2
conversely,2
corresponds,2
council,2
covariance,2
covers,2
crack,2
credit,2
critically,2
cropland,2
csp,2
curriculum,2
cws,2
cycles,2
cyclones,2
damages,2
dat,2
dcri,2
decline,2
decreasing,2
degrees,2
delivery,2
department,2
deployment,2
deposits,2
derivatives,2
designs,2
destruction,2
detail,2
developments,2
deviations,2
diagnosis,2
dicot,2
dioxides,2
dipole,2
disaster,2
diseases,2
distributions,2
doc,2
don,2
door,2
dpsir,2
driver,2
drone,2
drop,2
droughts,2
drylands,2
dust,2
duty,2
dynamic,2
earlier,2
easily,2
eastern,2
ecology,2
economist,2
eddy,2
effectively,2
efficacy,2
efs,2
ekc,2
elections,2
electrification,2
emerald,2
emits,2
enforcement,2
engagement,2
ensembles,2
enterprises,2
entry,2
environmental,2
episodes,2
eqha,2
equipments,2
equivalents,2
eruption,2
estates,2
ethanol,2
eu27,2
eu28,2
evi,2
examination,2
exhaust,2
expeatland,2
experience,2
experimentally,2
extensively,2
facies,2
factories,2
faculty,2
failures,2
fairly,2
fatalities,2
fccp,2
feature,2
features,2
february,2
feeding,2
fertility,2
fewc,2
ficus,2
finescale,2
firm,2
firsttime,2
fishery,2
flores,2
fluctuations,2
foliage,2
force,2
forecasting,2
forms,2
forth,2
forward,2
fossils,2
fraction,2
frame,2
frames,2
fuelwood,2
funding,2
funds,2
garden,2
gasoline,2
gayo,2
gcm,2
gco2eqmj,2
generations,2
geographically,2
geothermal,2
ghgi,2
glaciers,2
globe,2
glulam,2
gradient,2
gradually,2
granger,2
grcm3,2
grk,2
gtco2e,2
guideline,2
gwe,2
haul,2
hazard,2
hdi,2
heating,2
heaving,2
hectare,2
help,2
hierarchy,2
homeowners,2
honeybee,2
horizons,2
hssfcw,2
human,2
humic,2
hydro,2
hydrocarbon,2
hydrogen,2
hydroperiod,2
hydroxide,2
idai,2
ilucrisk,2
immediately,2
implicitly,2
importer,2
imports,2
inactivity,2
inc,2
increasing,2
incubation,2
independence,2
independently,2
inflow,2
innovations,2
instability,2
instance,2
instances,2
institutions,2
intakes,2
intelligence,2
intensively,2
interaction,2
intercrop,2
intermittency,2
international,2
interview,2
involvement,2
iot,2
item,2
items,2
jakartas,2
japans,2
jawa,2
jaya,2
jeneponto,2
jepara,2
jobs,2
july,2
june,2
jurnal,2
k2o,2
kazakhstan,2
kgco2,2
kgco2eqkwh,2
khg,2
kingdom,2
kph,2
kubu,2
kwh,2
kwhm,2
lag,2
laos,2
lastly,2
latitudes,2
lawu,2
lcoe,2
leaders,2
leakage,2
leap,2
learning,2
lembang,2
liability,2
lib,2
license,2
lifespan,2
lifetime,2
lignin,2
lignocellulosic,2
limestones,2
limitation,2
lithium,2
lithocolumn,2
litigation,2
litre,2
lives,2
long,2
longer,2
longline,2
looping,2
lowefficiency,2
lowemission,2
lpg,2
lsr,2
makers,2
malnutrition,2
maluku,2
mantangai,2
matrix,2
matters,2
meat,2
mediumterm,2
men,2
meteorology,2
meter,2
methanogens,2
mgha,2
mgha1,2
mgl,2
mhp,2
micro,2
midterm,2
minerals,2
mixture,2
mixtures,2
mobility,2
moderately,2
mole,2
monocultures,2
monoxide,2
monsoon,2
monte,2
monthly,2
morphology,2
movement,2
mulch,2
multiactor,2
multicopter,2
multifeedstock,2
multimodal,2
multipol,2
multistakeholder,2
municipality,2
mutually,2
mwh,2
n2oyear,2
ndvi,2
negatively,2
netherlands,2
newly,2
nh3,2
nics,2
no2,2
no2eq,2
nonstate,2
notably,2
nuance,2
numbers,2
obesity,2
obi,2
objects,2
obstacles,2
oecd,2
off,2
office,2
ogb,2
oilseed,2
ols,2
online,2
ore,2
origin,2
outlet,2
overall,2
overshoot,2
p2o5,2
pace,2
palabuhanratu,2
palms,2
pandemic,2
pangasius,2
paragraph,2
park,2
parties,2
partly,2
partnerships,2
paste,2
pavements,2
pbc,2
pepper,2
perception,2
perhutani,2
permenlhk,2
peru,2
pesticides,2
pests,2
phases,2
phenomena,2
piles,2
pipe,2
pledge,2
plot,2
plots,2
po4,2
po43,2
polyethylene,2
portland,2
portlink,2
potentials,2
powder,2
precision,2
precursor,2
presently,2
preservation,2
prevalence,2
previously,2
principle,2
probability,2
programme,2
prospects,2
provider,2
providers,2
provisions,2
proxies,2
proxy,2
publication,2
pulpwood,2
purification,2
pyrolysis,2
quantitatively,2
rain,2
rainfallgroundwater,2
rainfed,2
rank,2
rape,2
raya,2
rcp,2
rcp45,2
rcp85,2
reactivity,2
reality,2
realization,2
realtime,2
recommendation,2
refer,2
refugia,2
regimes,2
regulating,2
regulators,2
releases,2
remarkably,2
removal,2
renewables,2
replications,2
reports,2
representatives,2
resilience,2
resourcefuel,2
respect,2
reuse,2
revolution,2
rivers,2
robustness,2
roofs,2
rotterdam,2
rpjmn,2
rpm,2
rule,2
safety,2
salatiga,2
sale,2
sampean,2
savi,2
scopes,2
scor,2
seagrass,2
sediment,2
sediments,2
seedling,2
segment,2
seio,2
selling,2
semarang,2
sems,2
sentiment,2
sentinel2,2
septemberoctober,2
serkap,2
servizi,2
sets,2
setting,2
settlements,2
shares,2
sharing,2
sharply,2
sheath,2
sheep,2
shifts,2
ships,2
shopping,2
shortterm,2
show,2
siak,2
silage,2
silty,2
simply,2
sinjai,2
skid,2
slurry,2
soc,2
sometimes,2
sorbents,2
sort,2
southeastern,2
sovereignty,2
sox,2
soybeans,2
spaces,2
spad,2
spain,2
spectroscopy,2
spirulina,2
springer,2
square,2
ssl,2
stands,2
stations,2
statistically,2
steadily,2
storm,2
strains,2
stratosphere,2
subject,2
subset,2
subsidy,2
substitute,2
substrates,2
suggestions,2
sulphur,2
sumatran,2
sunflower,2
surfaces,2
synchronization,2
synergy,2
synthesis,2
synthetic,2
tangguh,2
tapanuli,2
tasik,2
taxation,2
taxes,2
tco2,2
tco2and,2
tdna,2
technically,2
tectona,2
teluk,2
temporally,2
tendency,2
terrain,2
teu,2
textures,2
things,2
thinning,2
thousands,2
threshold,2
tidp,2
toc,2
toilet,2
toilets,2
tonhayr,2
tonsha,2
topics,2
tourism,2
trails,2
trajectories,2
transfers,2
trial,2
trigger,2
trips,2
trl,2
tropospheric,2
trucks,2
tss,2
tstudents,2
tube,2
turn,2
ubl,2
undeniably,2
unfccc,2
unless,2
upland,2
uptake,2
urophylla,2
usd,2
users,2
utara,2
validation,2
van,2
vapor,2
vecm,2
vegetables,2
ventilation,2
viability,2
view,2
violence,2
vitamin,2
voluntarily,2
wages,2
washing,2
wastepaper,2
wastewaters,2
wattm2,2
weeds,2
weekday,2
weekend,2
welfare,2
wettingdrying,2
willingness,2
winwin,2
workers,2
workforces,2
wtd,2
yearly,2
abroad,3
academy,3
accumulation,3
adin,3
adjustment,3
aerenchyma,3
agencies,3
agenda,3
agreements,3
agroecosystems,3
aic,3
alfisols,3
algae,3
allocation,3
alternative,3
aluminium,3
always,3
analyses,3
antarctica,3
archipelago,3
arctic,3
articles,3
asphalt,3
assessments,3
assistance,3
attempts,3
august,3
away,3
b20,3
bags,3
bamboo,3
bandar,3
bands,3
bank,3
baru,3
basis,3
beginning,3
behavior,3
besar,3
biominigen,3
blend,3
bod,3
body,3
bogor,3
borobudur,3
bsr,3
buri,3
bus,3
businessasusual,3
businesses,3
campaign,3
campus,3
canada,3
caoh2,3
capabilities,3
capacities,3
carbohydrate,3
carefully,3
carem25,3
carrying,3
cementing,3
centre,3
century,3
certificate,3
cge,3
chlorophyll,3
classification,3
clay,3
climatology,3
co2c,3
co2eqkwh,3
co2eqt,3
co2eqtonnepellet,3
co2eqy,3
commonly,3
communication,3
companys,3
components,3
composting,3
compounds,3
configurations,3
conflicts,3
consciousness,3
considerably,3
container,3
contexts,3
contraction,3
coordination,3
cores,3
correction,3
corridors,3
costoutput,3
coverage,3
cow,3
cpp,3
cradletogate,3
crassicarpa,3
cropping,3
cssa,3
cucumber,3
culture,3
cuttings,3
cwr,3
decade21,3
declaration,3
deficiencies,3
deficit,3
denitrification,3
densification,3
depok,3
detection,3
deterioration,3
determinants,3
deviation,3
digester,3
digesters,3
dimensions,3
discount,3
disease,3
dna,3
documentation,3
dome,3
dose,3
dpbm,3
effluent,3
elevation,3
energies,3
engineers,3
enhancement,3
equator,3
equivalent,3
event,3
evolution,3
exchanges,3
expert,3
exploitation,3
extinctions,3
farmer,3
faster,3
feedback,3
feedstock,3
fertilisers,3
fiber,3
finding,3
firms,3
fishermen,3
flaring,3
flats,3
fleets,3
floor,3
flows,3
francis,3
fuzzyahp,3
g20,3
gap,3
gaps,3
gram,3
grant,3
growers,3
habitat,3
halo,3
herbicide,3
herein,3
holdout,3
home,3
hotspot,3
hour,3
htrpm,3
hue,3
humans,3
idr,3
imaging,3
importantly,3
incentive,3
indicator,3
indirectly,3
informa,3
initiative,3
innovation,3
insecurity,3
instead,3
instruments,3
intake,3
interests,3
interval,3
interventions,3
jakenan,3
journeys,3
just,3
kerosene,3
kgs,3
klt40s,3
korea,3
krebet,3
lamps,3
landfilling,3
landsat,3
landscapes,3
later,3
law,3
layer,3
legalization,3
length,3
lerp,3
lessons,3
light,3
lights,3
linkages,3
litter,3
litterfall,3
loam,3
logging,3
longrun,3
low,3
lsrs,3
lst,3
machinery,3
machines,3
makassar,3
making,3
mandates,3
markets,3
maximum,3
mechanisms,3
meetings,3
metabarcoding,3
metres,3
mha,3
mhpp,3
mhsnp,3
microalgae,3
midnorway,3
milkcowy,3
min,3
mine,3
mint,3
mlp,3
modification,3
modis,3
monocot,3
motor,3
mtco2e,3
multicriteria,3
muñoz,3
myanmar,3
n2on,3
nbr,3
nigeria,3
niño,3
nmt,3
nonco2,3
nonfossil,3
norms,3
npk,3
nutrient,3
obligations,3
obstacle,3
oceans,3
october,3
once,3
ones,3
openness,3
optimally,3
organic,3
organizations,3
otherwise,3
ownership,3
p005,3
palsar2,3
percentage,3
periods,3
periurbanization,3
permafrost,3
perspectives,3
phaseout,3
pilot,3
plasma,3
platform,3
pln,3
pm25,3
pmsg,3
po4eq,3
politics,3
pond,3
pools,3
pop,3
poverty,3
prachin,3
predictions,3
prevention,3
prior,3
procedures,3
properly,3
prospect,3
publications,3
pulp,3
rainwater,3
randomly,3
ranges,3
reaction,3
rec,3
reflection,3
relations,3
reliability,3
representation,3
reserves,3
reservoir,3
rest,3
return,3
rig,3
roles,3
route,3
salt,3
savanna,3
sbt,3
scales,3
scheme,3
scraps,3
section,3
sense,3
series,3
severity,3
shall,3
sheet,3
shift,3
ship,3
shipment,3
shortages,3
shrub,3
silt,3
similarly,3
simulations,3
sinks,3
situ,3
situations,3
sludge,3
smrs,3
sorghum,3
soybean,3
specification,3
srl,3
sst,3
steps,3
stores,3
strain,3
stress,3
structures,3
submodel,3
subsidies,3
substance,3
sulfate,3
sungai,3
supplement,3
surroundings,3
survival,3
sweden,3
syngas,3
systematically,3
taiwan,3
tariff,3
task,3
taylor,3
tcm,3
tco2eq,3
tdn,3
team,3
tha1,3
thermosteric,3
thickness,3
thing,3
tide,3
tier1,3
tiller,3
timeseries,3
timing,3
today,3
tonne,3
tonsyear,3
too,3
transpiration,3
travel,3
trunk,3
turbines,3
ultimately,3
universities,3
urgently,3
utilisation,3
version,3
voltage,3
watershed,3
wef,3
what,3
whole,3
whose,3
wildfires,3
witpress,3
women,3
wtu,3
xray,3
zinc,3
abatement,4
accordance,4
accounts,4
advantage,4
age,4
agroindustry,4
alaat,4
algorithm,4
amendment,4
arabia,4
back,4
bagasse,4
bandung,4
behind,4
beyond,4
bioeconomy,4
biofertilizer,4
biofuel,4
bod5,4
boiler,4
borehole,4
bottomup,4
boundaries,4
boundary,4
bpeo,4
budgets,4
calcium,4
capability,4
cassava,4
category,4
cfp,4
cha,4
chains,4
clew,4
co2emissions,4
co2ton,4
cocoa,4
coefficients,4
cointegration,4
committees,4
commodity,4
compaction,4
compost,4
conductance,4
consequently,4
constraints,4
contact,4
contents,4
continuously,4
corn,4
course,4
covid19,4
cradle,4
csr,4
cultivar,4
curve,4
dairy,4
dataset,4
dayak,4
dbl,4
dependence,4
direction,4
directors,4
discussions,4
dndc,4
dollars,4
downdraft,4
economics,4
edge,4
effectiveness,4
elnino,4
elsevier,4
emitters,4
enso,4
eqkg,4
establishment,4
estimate,4
eventually,4
explanation,4
exploration,4
export,4
exposure,4
feed,4
fermentation,4
fgd,4
fill,4
finance,4
fishprocessing,4
floods,4
fly,4
fractures,4
freight,4
frel,4
frequency,4
frequently,4
ganoderma,4
gate,4
gender,4
glasshouse,4
grandis,4
handling,4
haven,4
heavily,4
housing,4
humidity,4
inclusion,4
influences,4
initiatives,4
instruction,4
intensities,4
intervention,4
introduction,4
investigates,4
iran,4
isolates,4
itself,4
jambi,4
january,4
job,4
journal,4
karanganyar,4
kcalkg,4
kedaung,4
kg1,4
lampung,4
landfills,4
leachate,4
least,4
lfg,4
lifecycle,4
limits,4
lineinlineformula106spanthinspha,4
lines,4
link,4
madura,4
manufacture,4
mapping,4
march,4
marine,4
max,4
members,4
methodologies,4
millions,4
minimum,4
monitoring,4
mount,4
mtco2,4
nation,4
nearly,4
networks,4
ngaju,4
norm,4
npv,4
nue,4
nutrients,4
outcome,4
outputs,4
outside,4
ozone,4
pacific,4
pakistan,4
participation,4
particles,4
parts,4
pas,4
path,4
paths,4
pedestrian,4
phenomenon,4
photosynthesis,4
poorly,4
populations,4
portion,4
presence,4
prices,4
principles,4
profiles,4
protocol,4
provision,4
public,4
pvro,4
questionnaire,4
questionnaires,4
radiation,4
reactors,4
reasons,4
recirculation,4
records,4
regard,4
regardless,4
regime,4
relationships,4
reliance,4
republic,4
requirements,4
researchers,4
residues,4
responses,4
responsibility,4
ril,4
rmse,4
rooftop,4
routes,4
rupiah,4
sand,4
saudi,4
schemes,4
schools,4
sdg,4
season1,4
seedlingsha,4
selection,4
sensor,4
serang,4
severely,4
shrubs,4
sia,4
sink,4
sizes,4
smes,4
smr,4
sni,4
so2,4
solutions,4
space,4
spring,4
springerverlag,4
sri,4
status,4
steel,4
subdistrict,4
substrate,4
subsurface,4
successfully,4
such,4
supplies,4
swamps,4
switches,4
ten,4
theory,4
thereby,4
tier,4
trace,4
trainings,4
transformation,4
truck,4
unfortunately,4
urea,4
uses,4
usually,4
variability,4
vector,4
ways,4
why,4
yogyakarta,4
1980s,5
acacia,5
alone,5
amounts,5
andisols,5
applications,5
aspect,5
bangladesh,5
benefit,5
better,5
bintangur,5
biology,5
borneo,5
burn,5
canals,5
capitals,5
cattle,5
causal,5
center,5
ch4year,5
characterization,5
chemicals,5
clearing,5
concrete,5
confidence,5
consequence,5
consortium,5
containerization,5
core,5
corporations,5
countrys,5
creation,5
datasets,5
dea,5
decarbonization,5
default,5
desalination,5
document,5
eatlancet,5
efficiently,5
elements,5
employment,5
era,5
error,5
example,5
expression,5
externalities,5
extinction,5
facility,5
fdi,5
fishing,5
fit,5
fluids,5
foods,5
footprints,5
formation,5
frameworks,5
france,5
freshwater,5
fully,5
furnace,5
generators,5
ghge,5
gmbh,5
goods,5
google,5
harvest,5
haze,5
hotspots,5
households,5
identification,5
iii,5
image,5
incentives,5
industrialization,5
insight,5
interpretation,5
investments,5
kgco2eq,5
kuznets,5
landcover,5
laws,5
leverage,5
lidar,5
limestone,5
line,5
livelihood,5
loop,5
luc,5
map,5
maps,5
means,5
medium,5
microhydro,5
mills,5
narratives,5
neutrality,5
nickel,5
nine,5
novel,5
nusa,5
others,5
oxidation,5
oxygen,5
parameter,5
participants,5
particle,5
pati,5
peaty,5
pellita,5
percent,5
perceptions,5
perspective,5
plus,5
practice,5
precipitation,5
priorities,5
probably,5
psf,5
quantity,5
radar,5
rating,5
reactor,5
reason,5
rehabilitation,5
reporting,5
reservoirs,5
risks,5
river,5
robusta,5
room,5
rotation,5
rti,5
run,5
sba,5
scores,5
seasons,5
seedlings,5
september,5
set,5
six,5
so2eq,5
soy,5
spatially,5
spots,5
stakeholder,5
stand,5
statistics,5
stem,5
straw,5
summer,5
table,5
teak,5
tests,5
though,5
threats,5
transfer,5
transition,5
transparency,5
tropics,5
twice,5
villages,5
wetland,5
workforce,5
wpp,5
zones,5
ability,6
acceleration,6
account,6
additionally,6
aerosols,6
agency,6
aggregates,6
amendments,6
anghg,6
another,6
attempt,6
attitude,6
awareness,6
background,6
ban,6
basin,6
bay,6
block,6
burning,6
causality,6
clearly,6
co2resistant,6
cobenefits,6
communities,6
commuters,6
conference,6
contrast,6
crisis,6
crown,6
deaths,6
debris,6
decisions,6
demands,6
denialist,6
depletion,6
diagram,6
disasters,6
discharge,6
disturbance,6
engineering,6
enms,6
environments,6
enzyme,6
equations,6
equilibrium,6
ethylene,6
europe,6
experiments,6
experts,6
extremely,6
fertilization,6
flooding,6
functions,6
gene,6
goi,6
guidelines,6
gwl,6
hectares,6
images,6
increases,6
integrity,6
intensification,6
intention,6
interest,6
interviews,6
john,6
jpp,6
labor,6
lands,6
lcd,6
lighting,6
likely,6
metals,6
mineral,6
ministry,6
modelling,6
motion,6
ndcs,6
nevertheless,6
nexus,6
nutmeg,6
nutrition,6
oils,6
organization,6
panels,6
particulate,6
payback,6
peak,6
penetration,6
photovoltaic,6
plans,6
ponds,6
port,6
possibility,6
ppm,6
prediction,6
press,6
procedure,6
profile,6
profitability,6
quantification,6
relation,6
revenue,6
savings,6
sections,6
sensing,6
sensitivity,6
seven,6
shell,6
side,6
significance,6
simultaneously,6
slag,6
slightly,6
smoke,6
sons,6
specifically,6
stages,6
subsequently,6
sulfur,6
tenggara,6
testing,6
tools,6
training,6
trends,6
tuna,6
turkey,6
upon,6
usa,6
variance,6
vessel,6
village,6
weight,6
wells,6
wetlands,6
wiley,6
zone,6
abundance,7
acm,7
actors,7
agc,7
alternatives,7
america,7
american,7
balangeran,7
bali,7
baseline,7
battery,7
behaviour,7
besides,7
bunches,7
challenge,7
chicken,7
co2eqday,7
co2eyear,7
collection,7
complexity,7
composition,7
configuration,7
consumer,7
correlation,7
december,7
dependency,7
diameter,7
discussion,7
distance,7
econjournals,7
etc,7
eucalyptus,7
farm,7
ffb,7
finally,7
fisheries,7
hydrothermal,7
installation,7
instrument,7
iod,7
kernel,7
landscape,7
leaf,7
livelihoods,7
longterm,7
machine,7
mean,7
measurement,7
methanation,7
monoculture,7
moratorium,7
mortality,7
mostly,7
national,7
ndc,7
nox,7
nre,7
nze,7
opportunities,7
pathways,7
peoples,7
phase,7
philippines,7
point,7
position,7
preparation,7
primarily,7
protection,7
provinces,7
rather,7
rbd,7
recovery,7
resolution,7
salinity,7
software,7
starch,7
substantially,7
technique,7
third,7
threat,7
toll,7
trees,7
twh,7
units,7
variations,7
variety,7
weather,7
whether,7
worldwide,7
zero,7
μmol,7
absorption,8
acid,8
against,8
agroforestry,8
already,8
association,8
base,8
basel,8
bau,8
bioenergy,8
biofuels,8
bunch,8
burden,8
ciherang,8
class,8
collaboration,8
commissioners,8
concern,8
concerns,8
concessions,8
consequences,8
constitution,8
decrease,8
delay,8
does,8
down,8
earths,8
either,8
estimates,8
evs,8
expenditure,8
facilities,8
focus,8
greatly,8
ieee,8
ignition,8
imagery,8
indian,8
indices,8
insights,8
inventories,8
jurisdictions,8
lack,8
largely,8
maintenance,8
majority,8
mdpi,8
measures,8
mill,8
mineralization,8
moisture,8
msw,8
needs,8
operations,8
opportunity,8
optimization,8
papua,8
pathway,8
progress,8
projection,8
proportion,8
readiness,8
reference,8
release,8
report,8
roads,8
sago,8
sampling,8
singapore,8
situation,8
step,8
strength,8
strongly,8
sumatera,8
throughout,8
together,8
tonsday,8
trading,8
treatments,8
vent,8
venting,8
whilst,8
widely,8
anaerobic,9
annually,9
arabica,9
buildings,9
chemical,9
cities,9
component,9
connection,9
consumers,9
cooperation,9
database,9
decade,9
depth,9
directly,9
disposal,9
drilling,9
earth,9
economically,9
education,9
equipment,9
eutrophication,9
fertilizers,9
first,9
function,9
generator,9
grain,9
grdp,9
grid,9
hand,9
height,9
hence,9
implications,9
import,9
inputs,9
integration,9
laboratory,9
largescale,9
limitations,9
lowcarbon,9
lowland,9
magnitude,9
mexico,9
might,9
modeling,9
network,9
now,9
observation,9
pattern,9
patterns,9
pks,9
place,9
policymakers,9
recommendations,9
redd,9
riau,9
sample,9
second,9
sensors,9
stability,9
state,9
subsidence,9
sugarcane,9
tofu,9
tonnes,9
trend,9
vegetable,9
volume,9
who,9
accounting,10
acidification,10
approaches,10
billion,10
blocks,10
capture,10
cause,10
coals,10
cod,10
commitments,10
comparison,10
concentrations,10
consideration,10
did,10
diet,10
diets,10
digestion,10
diversification,10
estate,10
european,10
except,10
fact,10
far,10
flow,10
harvesting,10
heat,10
house,10
hypothesis,10
importance,10
improvements,10
indicators,10
investment,10
like,10
livestock,10
measurements,10
milk,10
months,10
much,10
north,10
objectives,10
observations,10
often,10
pavement,10
pollutants,10
positively,10
pressures,10
projections,10
rapidly,10
recently,10
regulations,10
respondents,10
samples,10
share,10
smallholder,10
standards,10
switzerland,10
test,10
tradeoffs,10
union,10
variable,10
vietnam,10
wind,10
accuracy,11
almost,11
audit,11
balance,11
board,11
budget,11
causes,11
committee,11
conclusion,11
decision,11
efb,11
equation,11
every,11
evidence,11
factory,11
fish,11
indonesian,11
input,11
islands,11
methodology,11
mode,11
occurrence,11
peats,11
physics,11
plastic,11
plastics,11
points,11
producer,11
reclamation,11
requirement,11
score,11
sequestration,11
service,11
smallscale,11
standard,11
sulawesi,11
surabaya,11
swampland,11
targets,11
techniques,11
tempeh,11
tree,11
varieties,11
vehicle,11
via,11
volumes,11
worlds,11
yet,11
access,12
ash,12
categories,12
co2e,12
combination,12
concept,12
despite,12
dispersal,12
drivers,12
edp,12
eight,12
end,12
existence,12
gasification,12
germany,12
governance,12
ground,12
groundwater,12
here,12
influence,12
irrigation,12
kupang,12
load,12
mass,12
outcomes,12
planning,12
planting,12
regency,12
regression,12
residue,12
respiration,12
services,12
solution,12
steam,12
success,12
toward,12
turbine,12
understanding,12
until,12
vulnerability,12
wastes,12
west,12
adaptation,13
any,13
brazil,13
canopy,13
copyright,13
days,13
decades,13
differences,13
exchange,13
feasibility,13
five,13
gasses,13
gdp,13
ghgs,13
increasingly,13
losses,13
media,13
nationally,13
need,13
operation,13
pellet,13
pellets,13
producers,13
programs,13
projects,13
review,13
russia,13
size,13
smallholders,13
stage,13
students,13
support,13
term,13
thailand,13
total,13
towards,13
trade,13
yields,13
africa,14
aim,14
australia,14
bacteria,14
before,14
business,14
canal,14
ccs,14
central,14
challenges,14
context,14
contributions,14
control,14
criteria,14
crops,14
damage,14
difference,14
diversity,14
drainage,14
future,14
generally,14
governments,14
green,14
half,14
household,14
ice,14
jakarta,14
petroleum,14
pome,14
priority,14
recycling,14
risk,14
root,14
simulation,14
soils,14
speed,14
states,14
temperatures,14
tool,14
usage,14
variation,14
whereas,14
year1,14
approximately,15
attention,15
building,15
capital,15
certification,15
contributor,15
contributors,15
currently,15
district,15
east,15
estimation,15
groups,15
gwp,15
less,15
logistics,15
manure,15
mining,15
oxide,15
potentially,15
properties,15
relatively,15
rise,15
storage,15
survey,15
times,15
uncertainty,15
university,15
above,16
average,16
benefits,16
coffee,16
combustion,16
commitment,16
crop,16
diesel,16
ecosystems,16
environmentally,16
experiment,16
goal,16
iso,16
literature,16
location,16
locations,16
manufacturing,16
nature,16
option,16
people,16
plan,16
reductions,16
rspo,16
sciences,16
values,16
below,17
biodiversity,17
density,17
engine,17
evaluation,17
even,17
events,17
inpari,17
institute,17
ispo,17
must,17
nitrogen,17
options,17
pressure,17
price,17
response,17
scale,17
science,17
security,17
south,17
sumatra,17
technologies,17
them,17
way,17
action,18
availability,18
awd,18
cpo,18
decomposition,18
effort,18
four,18
fruit,18
further,18
mix,18
moreover,18
ocean,18
output,18
paris,18
particularly,18
problems,18
range,18
rubber,18
satellite,18
united,18
urbanization,18
actions,19
after,19
article,19
calculation,19
economies,19
findings,19
globally,19
japan,19
models,19
namely,19
parameters,19
problem,19
regulation,19
resource,19
southeast,19
vehicles,19
very,19
work,19
activity,20
agreement,20
although,20
costs,20
form,20
improvement,20
infrastructure,20
knowledge,20
mainly,20
meanwhile,20
processes,20
purpose,20
rainfall,20
record,20
stakeholders,20
transport,20
capita,21
co2eq,21
extraction,21
farmers,21
income,21
intensity,21
island,21
site,21
stocks,21
terms,21
timber,21
aspects,22
group,22
index,22
india,22
ipcc,22
material,22
objective,22
panel,22
program,22
rates,22
society,22
tax,22
then,22
type,22
wastewater,22
yr1,22
distribution,23
drought,23
dynamics,23
extent,23
farms,23
highly,23
industries,23
market,23
matter,23
population,23
stock,23
ton,23
variables,23
company,24
design,24
ecosystem,24
efforts,24
fertilizer,24
fluxes,24
issue,24
levels,24
materials,24
paddy,24
province,24
relationship,24
season,24
target,24
unit,24
along,25
being,25
china,25
forestry,25
goals,25
landuse,25
road,25
sites,25
adoption,26
aquaculture,26
chain,26
flux,26
furthermore,26
methods,26
regions,26
surface,26
vegetation,26
studies,27
cement,28
disclosure,28
footprint,28
information,28
java,28
mangroves,28
structure,28
sugar,28
swamp,28
tons,28
without,28
addition,29
city,29
farming,29
lca,29
nations,29
part,29
they,29
types,29
expansion,30
productivity,30
ratio,30
scope,30
species,30
treatment,30
asia,31
atmosphere,31
community,31
conditions,31
construction,31
effects,31
inventory,31
malaysia,31
period,31
region,31
restoration,31
strategy,31
case,32
framework,32
yield,32
condition,33
cover,33
issues,33
landfill,33
order,33
practices,33
project,33
sea,33
around,34
conservation,34
when,34
wood,34
across,35
fossil,35
how,35
number,35
processing,35
thus,35
concentration,36
conversion,36
cultivation,36
economy,36
within,36
role,37
since,37
strategies,37
characteristics,38
ha1,38
kalimantan,38
mangrove,38
would,38
companies,39
should,39
air,40
among,40
fields,40
plantations,40
product,40
rate,40
utilization,40
where,40
agriculture,41
application,41
country,41
quality,41
those,41
health,42
loss,42
pollution,42
capacity,43
factor,43
field,43
had,44
world,44
amount,45
fire,45
our,45
changes,46
cost,46
fuels,46
plantation,46
plants,46
temperature,46
biogas,47
fires,47
may,47
million,47
scenarios,47
sectors,47
significantly,47
dioxide,48
methane,48
performance,48
indonesias,49
still,49
content,50
scenario,50
time,50
effect,51
products,51
contribution,52
systems,52
especially,53
years,53
approach,54
because,54
some,54
therefore,54
biodiesel,55
degradation,55
resources,55
source,55
year,55
demand,56
fuel,56
each,57
potential,57
there,57
coal,58
growth,58
implementation,59
out,59
sustainability,59
value,59
forests,60
supply,60
peatland,61
result,61
about,62
areas,63
during,63
efficiency,63
increase,64
peatlands,64
sources,64
generation,65
technology,65
two,65
mitigation,66
only,66
per,66
three,66
well,67
could,68
environment,68
life,68
policies,68
deforestation,70
transportation,70
both,71
more,71
most,71
assessment,72
cycle,72
between,73
n2o,73
over,73
policy,73
government,74
rights,74
activities,75
but,77
into,77
plant,79
biomass,80
respectively,80
due,81
warming,81
