Text,Cluster,Total
oil palm plantations peat drainage ghg emissions ipcc default emission factors oil palm soil number observations plantations uncertainties emissions estimates potential modeling oil palm peat co2 n2o peat ghg emissions variables years plantations central kalimantan indonesia dndc model magnitude litterfall root mortality dynamics respiration decomposition n2o peat co2c ipcc default ha1 yr1 ha1 yr1 decade ha1 yr1 decades rotation n2on peat decomposition ipcc default ha1 yr1 ha1 yr1 decade ha1 yr1 ones n2o emissions inputs ipcc climates soil type variations efs soil ratio soil mineral content co2 n2o emissions water table level soil content peat decomposition n2o emissions results ipcc oil palm soil co2 emissions peat decomposition n2o emissions variation emissions improvement efs authors,1,84
forestry land use folu sector indonesia greenhouse gas emission reduction priority location carbon stock mitigation action forests mount halimun salak national park objectives research vegetation cover changes forestry programs forest cover mhsnp research satellite imagery ndvi classes cloudsnonvegetation class vegetation class vegetation class vegetation class vegetation mhsnp vegetation cover class class class vegetation cover denser success forestry program mhsnp rehabilitation area tree adoptions restoration collaboration communities companies licence iop publishing ltd,1,84
pulp paper wood plantations forestry estates indonesia pulp paper mill industry condition glasshouse gases activities issues health forest productivity study concentration glasshouse gases pulpwood plantation pulp mill riau province concentration glasshouse gases atmosphere issues level occurrence rain forest health productivity study ogawa sampler method air concentration glasshouse gases sox nox no2 rotations ages acacia crassicarpa eucalyptus pellita results species rotation age age concentration plantations concentrations nox no2 gases rotation rotation crassicarpa concentrations peat soil sites soil sites licence iop publishing ltd,1,84
indonesia worlds rice producer rice challenges rice greenhouse gas ghg emissions rice fields ghg emissions methane oxide rice farming system management practices objective study ghg emissions satellite database denitrification decomposition dndc model regencies java indonesia cilacap karanganyar pati factors emissions dndc model httpswwwdndcsrunhedu submodels n2o emissions flux submodel decomposition submodel denitrification submodel results n2o emissions rice farming karanganyar cilacap pati ha1 yr1 ha1 yr1 ch4 emissions precipitation soil moisture temperature methane oxide fields model accordance practices study dndc model ch4 n2o emissions land management data resources authors,1,84
decades wildfire episodes sumatran peatland greenhouse gas emissions elnino oscillation enso occurrence fires indonesia drought peatland vulnerability fires drivers adaptation mitigation strategies peatland vulnerability peat fires enso conditions elnino lanina phases modelling approaches study precipitation spi biophysical biomass elevation slope nbr proxies disturbance variables access road access forests access cities modification population fire vulnerability peatlands model machine approaches forest support vector machine maximum entropy regression tree model algorithm fire vulnerability sumatran nbr vulnerability peatland sumatra enso phases variables peat vulnerability fire increases elnino conditions variations patterns enso study information management peat fires peatland restoration priorities peatland vulnerability fire maps findings riaus peatland area fires area sumatra island groundwater level area peatland fires addition forests peatland moratorium strategy peatland ecosystem canal blocking climate change authors mdpi basel switzerland,1,84
indonesia biodiversity country world deforestation forest degradation range issues habitat degradation loss biodiversity deterioration water quality quantity air pollution greenhouse gas emissions climate change forest restoration landscape level integrity wellbeing forest restoration efforts co2 emissions indonesias contribution ndc forestry sector purpose paper policy aspects forest restoration indonesia implementation forest restoration activities country article review approach forest landscape restoration articles experiences failures success stories criteria indicators forest restoration success techniques success forest restoration program restoration governance indonesia wetland ecosystem peatlands mangroves condition forests government necessity restoration planting establishment livelihood options government restoration approach focus restoration forest landscape restoration community restoration activities success forest restoration authors mdpi basel switzerland,1,84
carbon sequestration strategy climate change concentrations greenhouse gases ghgs atmosphere agriculture greenhouse gas effects agriculture rice research farming systems rice fields levels humic acid acid carbon stock research method survey laboratory analysis research gentungan karanganyar regency indonesia organic farming years results difference levels humic acid acid carbon stock farming systems farming systems acid acid carbon stock paddy fields licence iop publishing ltd,1,84
problem rice farming indonesia extent land lack addition matter rice fields production greenhouse gas emissions methane gas ch4 study impact fertilizers rice varieties rice yield methane emissions feasibility farming rice study block design replicates factor type fertilizers compost rice straw manure factor variety rice ciherang inpari inpari results productivity inpari tha1 inpari tha1 ciherang tha1 yields harvest grain hdg grain mdg inpari inpari ciherang methane ch4 emissions ciherang variety season1 inpari season1 inpari season1 inpari ciherang varieties inpari variety rice straw compost development viability paddy fields ratio breakeven point research rice productivity emissions nitrite carbon dioxide authors mdpi basel switzerland,1,84
wettingdrying awd water use time greenhouse gas ghg emissions rice fields research awd contrast soil textures field experiments sites coarsetexture soil silt loam soil silty clay efficiency awd water use methane ch4 oxide n2o emission grain yield warming gwp ghg intensity ghgi experiments season java province indonesia flooding awd plot biocharcompost mixture rate ha1as subplot results awd silty clay silt loam soil water use implementation awd silt loam soil gwp yield loss ghgi clay soil reduction biocharcompost addition water use soil textures implementation awd texture water use gwp studies rice season location limitation study decision rice system terms ghg mitigation action irrigation water,1,84
water management factor development swampland agriculture rice swampland water tide sea river spring neap tide micro water management success farming swampland functions micro water management improvement land quality ions compounds weeds pests plant growth yield mitigating climate change greenhouse gas emissions factors rice production swampland water management example implementation water flow system dam overflow system tide strength canal dimensions construction water gate support water supply network infrastructure land productivity cropping intensity swamp irrigation areas sia farmers year cropping index ci100 productivity ha1 sia yield ha1 planting times year implementation water management agriculture swampland participation farmers institutional water administrator paper review research results implementation water management swampland indonesian swampland agricultural research institute isari paper constraints limitations opportunities water management effort climate change water management swampland kalimantan indonesia licence iop publishing ltd,1,84
forest fires causes forest degradation deforestation indonesia savanna forests forest ecosystems region climate type drought fire forest fires release greenhouse gas emissions atmosphere calculation method area obstacle greenhouse gas emissions forest fires research area savanna forest cover type resolution satellite imagery data burn ratio index villages east regency greenhouse gas emissions activities results method estimate area degree accuracy characteristic channel swir vegetation moisture content savanna forest cover type type land cover area greenhouse gas emissions land cover types institute physics rights,1,84
yield methane emission goals swampland management systems swampland converts soil matter emission co2 atmosphere matter soil amendment properties soil methane anaerobic soil bacteria methanogens methanotrophs matter soil rice root exudates atmosphere aerenchyma wetland soil rice straw incorporation vegetation source matter soil fertility management matter system tajak puntal amparoften increase methane ch4 emissions sources ch4 portion matter decomposition soils methane ch4 co2 methane greenhouse gases cause warming components technology relation lessons technology swampland water management land preparation land management amelioration fertilization use lowemission varieties implementation technology swamps greenhouse gas emissions paper framework farming wetland food production characterization problem soil technology implementation technology swamps ghg licence iop publishing ltd,1,84
rice cultivation source greenhouse gas emissions methane ch4 factors ch4 emissions rice fields rice cultivar study field experiment ch4 emissions highyielding varieties relationship ch4 emissions rice growth parameters field experiment jaken pati regency central java province season experiment block design replications cultivar inpari ciherang comparison cultivar data ch4 flux plant height tiller number biomass grain yield root area ch4 flux growth inpari inpari inpari ch4 emissions inpari inpari varieties emission indices ciherang inpari varieties ch4 grain yield ch4 flux tiller number hill biomass root area panicle initiation growth stage sebelas maret university department soil science faculty agriculture rights,1,84
peatlands role carbon pools worlds soil carbon southeast asia depletion pressure demand resources land use changes fires preparation drainage fires greenhouse gas ghg emissions atmosphere work equation ghg emissions fires peatlands contribution parameter variance ghg emissions monte carlo simulation metaanalyses expression variance ghg emissions fire episode ha1 co2 deviation ha1 co2 parameter variance depth burn density emission factors ghg emissions default values ipcc confidence ipcc methodology depth burn parameter variance area depth burn contribution parameter study effort uncertainty reduction monte carlo simulation expression variance way confidence intervals american union rights,1,84
peatlands indonesia agriculture lands greenhouse gas emissions climate change emissions peatland community livelihoods farmers practices peatland uses management haze livelihoods project trainings training nursery land preparation training post harvests processing fish corn training honeybee cultivation training participants community peatland unit kamparindragiri rivers impact assessment trainings fourlevel evaluation model kirkpatrick results indicatesthat trainings participants knowledge skill honeybee cultivation training participants behaviour preserve resin trees pollen trainings household income increase profit champion participants licence iop publishing ltd,1,84
methane ch4 greenhouse gases climate change lowland rice cultivation sources methane emissions ch4 efforts ch4 gas emissions bacteria study effect bacteria rice yield methane emissions strains mycobacterium senegalense lm1 providencia lm18 rhizobium rhizoryzae bmu bacillus methylotrophicus n2p4 research field center rice research indonesia experiment block design factors replications factor dose npk fertilizer factor consortium formulas bacteria consortium consortium application consortium strains efficiency fertilizers rice production ch4 emissions consortium bacteria prospect biofertilizer mitigation agents impact warming licence iop publishing ltd,1,84
combustion southeast asia sea amounts pollutants particles pm25 carbon organic carbon greenhouse gases ghgs study emissions lighting cooking sector sea emissions inventory survey data fuel consumption emission factors sea fuelcookstoves period sea emissions sector yr1 pm25 co2 ch4 n2o lighting n2o emissions biomass fuels biomass fuels charcoal emissions period sea emissions owning use kerosene emissions species charcoal consumption consumption fuels lpg sea emissions capita cap1 yr1 pm25 co2 ch4 n2o sector distributions emission intensities island indonesia areas sea contributor warming gwp emissions gwp 500yr time horizons biomass fuels co2 emissions climate interventions use emissions cobenefits,1,84
sources greenhouse gases forest fire carbon dioxide constituent surface temperatures probability forest fire events method quantification emissions impact study application google earth engine platform areas forest fire events mount arjuno indonesia period landsat8 sentinel2 satellite events grassland forest areas fraction areas emission area carbon dioxide emissions surface temperature column ratio average sentinel5 tropospheric instrument period analysis authors licence nature switzerland,1,84
extent thickness peat deposits indonesia factors peat use peat conservation innovations extent thickness peat deposits peat domes islands sumatra kalimantan borneo indonesia dome surface topography radar digital surface models terrain models techniques ground control points soil core samples transects peat base peat base model surface peat base elevation points soil cores peat surface peat base model peat extent maps models dome approach land use goals smoke hazard greenhouse gas emissions dpbm contribution peat dome mapping peat management indonesias peatlands locations peat soil surface imcg ips rights,1,84
putra ranomahera mrr supriyanto dewi vak communication impacts monoculture farming indonesia dpsir framework biodiversitas trend sugar demand indonesia population government sugarcane production intensification program longterm monoculture system sugarcane growers indonesia sugar companies years farming method governments program scalingup national sugar production literature study study impacts longterm sugarcane monoculture indonesia agroecosystem functions dpsir framework results sugarcane monoculture soil quality functions agrobiodiversity greenhouse gas emissions conditions yield productivity pests diseases income growers dependencies chemicals cultivation costs end crop management effects monoculture practice indonesia crop break rotation legume cash crop harvesting trash blanket precision agriculture methods soil amendment matters constraints crop management knowledge capital information study sugarcane growers companies policymakers stakeholders considerations productivity time impact environment society biodiversity rights,1,84
disposal waste threat environment challenge climate land water air pollution decomposition processes life cycle activities landfill greenhouse gas emissions climate change study concentration metals cempo landfill soil samples depth characterization soil parameters soil matter zinc result soil value matter zinc concentration μgg limits metals soil world health organization concentration metals landfill landfill contribution metals pollution soil disposal wastes conclusion study starting point studies licence iop publishing ltd,1,84
land use change bangsri subcatchment brantas basin east decades climate vulnerability soils greenhouse gas emissions study land use change impact carbon emissions strategies adaptation mitigation climate change park land cover changes satellite imagery carbon stocks biomass necromass soil pools satellite imagery land cover decrease forest area increase area shrubs agroforestry production forests crop land co2 emission year1 periods sand mining land use pattern area soil profiles topsoil vulnerability rainfall creation reservoirs use irrigation vegetables shade agroforestry zone licence iop publishing ltd,1,84
industry development climate change mitigation energy challenge forest management indonesia existence forests stability wood supply industries greenhouse gas emissions atmosphere energy alternatives tree biomass challenge development species eucalyptus solution productivity eucalyptus adaptability site condition sitespecies interaction requirement scale study performance eucalyptus species jepara experiment eucalyptus species alba pellita urophylla block design parameters eucalyptus performance survival height diameter biomass accumulation stem branches foliage crown length crown radius crown projection area crown ratio leaf area leaf weight leaf area leaf mass area leaf area index comparison mean tree species anova hsd tukey results parameters difference species p005 survival foliage biomass crown ratio p005 performance pellita species height biomass ha1 crown projection area leaf area index study performance pellita jepara alba urophylla evaluation performance species study area society biodiversity rights,1,84
use conversion peatlands source greenhouse gas emissions protection restoration peatlands strategy climate change research impacts dynamics climate mitigation efforts communities peatlands insights sumatra indonesia climate justice lens outcomes network state nonstate actors laws policy programs agreements sumatras peatlands winwin lowcarbon development pathways efforts criticism policies projects ghge deforestation forest degradation projects perspectives development benefits reconfiguration landuse rights capabilities smallholder farmers land sum analysis policies projects ghge peatlands redistribution climate mitigation burden smallholder farmers indonesia assignment forests fires peatlands,1,84
change peatlands lands impacts soil subsidence oxidation processes stock soil carbon increase greenhouse gases co2 ch4 emissions warming stability peatlands amelioration soil steel slag laboratory experiment design combination treatments slag application peat soil samples paddy fields sumatera study effect steel slag application greenhouse gas co2 ch4 production peatland factor treatment peaty soil locations factor application steel slag production potentials ch4 co2 peaty paddy soils kayu agung plaju fluxes indralayas peaty paddy soil peaty paddy soil indrajaya site co2 ch4 sites application steel slag ameliorant ch4 co2 emissions slag ameliorant acidity peaty paddy soils faculty environment resource studiesmahidol university rights,1,84
sector contributors greenhouse emission ch4 n2o practice rice paddy fields indonesia times year rice planting method water inundation fertilizer increase greenhouse gasses emission gasses methane ch4 methane decomposition materials help microbes release methane factors nature soil irrigation system fertilization varieties strategy emission research usage varieties methane emission ciherang ir64 rice paddy cultivation sri system rice intensification method irrigation fertilization setting irrigation iot internet thing sensor technology water level adjustment aim research methane flux sri method rice paddy cultivation varieties kinds fertilization institute physics rights,1,84
replacement forest systems factor emissions greenhouse gases field studies tropics impact forest transition plantations soil methane ch4 respiration co2 fluxes measurements forest forest rubber plantations oil palm plantation mineral soil jambi sumatra indonesia methane fluxes variables months soil respiration plantations smallholders effect management practices oil palm plantations rate soil ch4 soil sink ch4 ch4cha1yr1 forest rubber plantation case landuse systems fluxes fluxes forest kgha1yr1 forest rubber plantation oil palm plantation oil palm plantation effect fertilizer methanotrophy soil respiration co2cha1yr1 oil palm plantation forest landuse systems level forest forest rubber plantations litterfall soil availability quality control fluxes gases landuse gradient variation ch4 respiration fluxes variation research direction magnitude changes soil trace gas emissions foresttoplantation conversion tropics authors,1,84
government peatland end peat fires greenhouse gas emissions government target restoration projects restoration strategy peatland drainage canals consequences smallholder farmers livelihoods agriculture paper investigates impacts canal blocks smallholder farmers factors willingness canal blocks land data household questionnaires villages jambi province sumatra majority respondents canal blocks farms blocks impact yields farm access fire risk respondents blocks farms canals farms canal blocks majority farmers canal blocks mind option block boat results understanding smallholders peatland restoration research impact canal blocks smallholders yields stakeholders outset farmers concerns perceptions government peatland restoration target costs benefits restoration stakeholders actors authors,1,84
extent frequency fires understanding drivers largescale events prevention mitigation drivers fires stakeholders landscapes perceptions cause fires stakeholders challenges policies governance levels temporallyexplicit typology fire prevalence kalimantan indonesia region contribution greenhouse gas emissions livelihood information data climate soil type forest degradation status forest density fires villages oil palm concessions villages concessions years fires land mineral soil years villages plantations oil palm timber hand peatland fires years niño episodes occurrence rates village livelihoods findings priorities fire mitigation policy governance levels kalimantan peatland priority area plantations priority sector study fire prevention mitigation approach climate land type village livelihood potential means management,1,84
conversion peat swamp forest agriculture alters greenhouse gas ghg production magnitude changes emissions factors oil palm peat variation plantation cycle co2 emissions measurements ghgs conversion peat swamp forest oil palm plantation ch4 n2o co2 results emissions factors peat swamp forest range co2 ha1 yr1 confidence interval co2 n2o value ghg emissions conversion peat swamp forest ghg emissions malaysia indonesia emissions authors,1,84
climate change energy indonesia forestry activities emission carbon sink study inputs outputs impacts wood pellet production forest company life cycle assessment lca wood pellet eucalyptus pellita plantation analysis planting cycle years equations ability timber plantation forest co2 production wood pellet plantation inputs diesel fuel electricity npk fertilizers pesticides energy inputs emissions n2o nh3 npk fertilizer po43 fertilizers acidification so2 eutrophication po43 greenhouse gas ghg emission co2 plantation activities energy consumption wood pellet mills co2 ghg emissions emissions years time wood pellet production co2 plantation forest ton jurnal manajemen hutan tropika rights,1,84
landuse change peatlands peat emissions methane ch4 oxide n2o addition emissions carbon dioxide co2 assessments peat greenhouse gas ghg budgets ch4 n2o contributions objective research changes peat ghg flux budget peat swamp forest disturbance conversion oil palm plantation drivers variation trace gas fluxes period half year ch4 n2o variables peat swamp forests oil palm plantations peat central kalimantan forests forests forest peat ghg budget ecosystems soil respiration litterfall rates ch4 n2o soil respiration ratios values root inputs carbon export peat ch4 fluxes ch4 ha1 year1 oil palm emissions forest wet months n2o emissions n2o ha1 year1 landuses oil palm forest variation ch4 water table level soil space forest oil palm fluctuations n2o water table level forest peat ghg budget co2 year1 oil palm times budget forest peat inputs peat outputs ghg budget times forest forests account peat budget n2o emission rate oil palm emissions co2 forest ch4 n2o budget study impact forest degradation conversion oil palm peatlands need ghg fluxes lands copyright swails verchot novita lawrence,1,84
indonesias oil palm area peatlands largescale peatland oil palm commodities concern increase greenhouse gas emissions climate change research effort problems cultivation oil palm peatlands way obstacle oil palm cultivation peatlands ganoderma fungi attacks basal stem rot bsr disease attack mineral soils control way bsr disease development peatlands peat approach control agents peatlands study bacterias peatlands ganoderma conditions vitro isolates peatlands antagonism ganoderma growth ability situations results west kalimantan peatlands bacteria growth rate isolates e4b6 e2b12 e2b13 b3b11 e2b3 results bacteria oil palm bsr disease ganoderma peatlands licence iop publishing ltd,1,84
sector methane ch4 greenhouse gas emissions lowland rice cultivation effort ch4 emissions paddy fields utilization bacteria paddy fields study isolates methane bacteria oxidation ability rice agroecosystems research laboratory environment research institute iaeri pati central java indonesia soil sampling rice agroecosystems irrigation rice cultivation rice fields pati regency isolation purification bacteria mineral salts methanol parameters characteristics morphology colonies gram bacteria methane oxidation ability results isolates rice percentage ch4 concentration reduction rice agroecosystems days incubation si5 th6 of3 methane bacteria technology ch4 emissions rice fields licence iop publishing ltd,1,84
article denialist narratives impact oil palm plantations peat media indonesia malaysia singapore media coverage peat congress claims oil palm plantations peatlands media reporting denialist narrative science consensusview plantations peat greenhouse gas emissions risk fires narratives media denialism climate denialist narratives denialist narratives information knowledge communities goldstein sentiment palm countries countries research industry press sentiment media denialist findings media representation issue reflection amalgamation concerns nuances country article continuation practices media public prevalence denialist narratives obstacle issues haze biodiversity loss landuse change greenhouse gas emissions southeast asia,1,84
peatlands source methane ch4 atmosphere contribution atmospheric ch4 areas peatlands southeast asia landcover change smallholder agriculture forest plantations landcover change groundwater level gwl modification vegetation type ch4 emissions ch4 exchanges landscape scale eddy covariance towers landcover types peatland sumatra indonesia forest acacia crassicarpa plantation ch4 exchanges forest ch4 year1 acacia plantation ch4 year1 results peatlands ch4 sources impact ch4 concentrations observations variation ch4 exchange forest gwl ground variation ch4 exchanges changes conductance water vapor photon flux density vapor pressure deficit air temperature absence pattern ch4 exchange acacia plantation result gwl root zone results eddy covariance ch4 exchange data peatland uncertainty estimation ch4 emissions ecosystem estimate impact landcover change peat peatland management practices greenhouse gas emissions asia pacific resources international ltd change biology john wiley sons ltd,1,84
rice crop indonesia greenhouse gas ghg emissions aspects rice productivity studies aspects ghg emissions research studies journals data ghg emissions rice fields indonesia factors technology ghg emissions publications ghg emissions research indonesia search engines sciencedirect google scholar searches keywords publications research settings review studies indonesia countries water regimes rice varieties fertilizer soil types matter ghg emissions rice fields research factors ghg emissions rice fields water management rice cultivar soil types fertilizer review knowledge gaps research development indonesia research needs strategies climate change farming practices government policies research approach researchers stakeholders gadjah mada university rights,1,84
rise demand palm oil largescale expansion oil palm plantations controversy efforts sustainability oil palm cultivation recycling oil mill pruning residues field soil methane ch4 emissions study results measurements soil oxide n2o ch4 emissions plantations north sumatra indonesia experiment effects soilwater saturation n2o ch4 emissions fertilizers amendments rainfall day days experiments emissions fertilizer urea combination mulch amendments fruit bunches mulch oil palm fronds doses layouts interrow zones piles bands year dose urea n2o emissions emission factors experiment ipcc standard amendments source n2o ch4emissions n2o emissions amendments fertilizers amendments piles n2o ch4 twice dose amendments emissions times rainwater experiment increase precipitation increase n2o emissions time fertilization management option emissions results study residue management practices emissions recycling oil palm production systems authors bioenergy john wiley sons ltd,1,84
study factors co2 ch4 n2o fluxes warming gwp forest udf forest land dbl peatland central kalimantan indonesia weeks beginning season co2 flux soil moisture result peat decomposition drier position decomposition peat soils ch4 flux rise groundwater level methanogenesis condition n2o flux soil content denitrification substrate availability hand n2o flux soil ratio soil dbl co2 flux dbl ch4 flux dbl n2o flux land co2 flux gwp conclusion co2 flux gwp rise groundwater level soil moisture region authors,1,84
demand systems uass impact systems field years systems findings plans fields work case study approach uas sensors possibility peatland area plantation forest inwest kalimantan indonesia multicopter drone onboard camera images study area structure motion sfm method image surface model dsm terrain model dtm canopy height model chm vegetation height second multicopter drone camera zenmusext data study area temperature factor oxidation peats microorganisms root respiration soil water content turn processes greenhouse gas ghg flux area component analysis data characteristics study site pca feature areas trends information differences land cover types heating cooling peat study area study potential sensing characteristics trends peatland environments method approaches peatlands indonesia authors,1,84
restoration peat swamp forests context emissions deforestation forest degradation flux carbon dioxide methane oxide restoration concession central kalimantan indonesia land shrubs forests peatlands land covers soil carbon stocks flux soil shrub areas year peat swamp forests year difference soil temperature shrubs peat swamp forests difference fluxes sites soil respiration respiration year respiration year ground water level land covers increase fluxes numbers provision emission factors soils reporting supplement panel climate change ipcc guidelines wetlands obligation united nations framework convention climate change unfccc springer sciencebusiness media nature,1,84
peatlands peat swamp forests ecosystem services dimensions role stores carbon carbon dioxide methane climate destruction conversion peatlands rate regions lessons regions siege conversion regions precipice conversion agriculture latitude peatlands peatlands evidence set articles issue issue step information field data peatlands tropics asia africa latin america data methodologies data dataset evidence synthesis knowledge policy community management peatlands carbon stocks peatland ecosystems rate loss emissions greenhouse gases year losses place southeast asia indonesia development oil palm pulpwood decades peatlands amazon congo basin pathway regions lessons situation southeast asia policies loss peatlands incentives agenda united nations framework convention climate change 21st conference parties paris france agreement framework agendas contributions conversiondevelopment conservationrestoration objectives authors,1,84
community soil rice roots roles cycles archaea ch4 production rice field ch4 emission rates greenhouse gas rice field community rice field study rice plants rice field fertilizer applications urea biofertilizer ha1 biofertilizer bacteria bacteria soil community types fertilization ricegrowing period 16s rrna amplicon succession dynamic population treatments fertilizer application days transplanting dat rice phase dat period soil community treatments abundance methanogens treatment treatment community methanosarcinaceae methanomassiliicoccaceae group treatments contributors application urea biofertilizer structure community rice field application society biodiversity rights,1,84
lowland indonesia java sumatera kalimantan sulawesi nusa tenggara rainfed lowland ecosystems agriculture food shortage productivity rainfed lowland rice soil fertility lack water resources infrastructure infestation drought stress climate change lowland rice yields crop soil management technique ton cattle manure soil grain yield dsr soil tillage supply nutrients rice plants application matter release materials system greenhouse gas emissions water harvesting adaptation climate change tpr upland crops drought yield reduction alternatives drought stress water water surplus season onfarm reservoirs ofr water season crops iop ltd rights,1,84
carbon dioxide co2 accounts greenhouse gas budget estimation evaluation greenhouse gas ghg management policies carbon emission trading co2 emission sources peatlands ones carbon areas onethird soil carbon peatlands effect drainage canals decrease groundwater level factor emission peatlands canals distribution drainage canal researches theme drainage canal indonesia effect studies issue terms accuracy drainage canals characteristics methods objective research drainage canal map area indonesia microwave satellite images alos palsar2 research edge detection drainage canal conference acrs progress technology future rights,1,84
activities agriculture concentration greenhouse gas ghg age sector source ghg emissions methane ch4 oxide n2o carbon dioxide management practices ghg emissions rice fields practices impact ghg emissions rice production aim study management practices paddy fields indonesia mitigation ghg emission yield loss tradeoffs ch4 n2o emissions flooding ch4 emissions n2o emissions fertilizer n2o emissions fertilizer application increase n2o emissions mitigation options ghg emission rice cultivation application water management nitrification inhibitor iron supplement rice cultivars selection management cultivation effectiveness ghg mitigation options acceptability mitigation options extent production licence iop publishing ltd,1,84
peatlands existence stores water carbon stocks management peatlands indonesia problems fire flooding subsidence drainage peatlands peat peat scale potential subsidence greenhouse gas emissions co2 climate management peatlands cultivation area attention unity peat area landscape existence peat parameters account land water management peat land drainability limits subsidence land life ecosystem linkages peatland externalities priorities prevention damage water management aspects peatland management water regulation peat soil surface drought season fires time flood disasters season efforts water season water deficit season water licence iop publishing ltd,1,84
saharjo hadiwijoyo communication land cover changes mantangai area dayak ngaju central kalimantan indonesia forest land fires indonesia contributors deforestation greenhouse gas emission climate change peoples fires impact peoples thing dayak ngaju block rice project exmrp project area mantangai subdistrict kapuas district central kalimantan province indonesia research objective study cover changes use fire land preparation dayak ngaju people knowledge experience field objective satellite images landsat period time results research people land fire end september season october season changes land cover swamp forest swamp shrub swamp forest fields area peat land cover change land rights conflicts use fire land preparation fire dayak ngaju communities results rice months society biodiversity rights,1,84
european forestry sector driver transformation bioeconomy forest products hightech industries chemicals industry research bioeconomy agriculture provider food feed fuel fiber industries impacts reliance forestry sector european union eu28 bioeconomy output prices demand land use sensitivity analysis increase input use forest products eu28 economy equilibrium cge framework accounting land use zones aez greenhouse gas ghg emissions resolution shift bioeconomy land use effects trade linkages land market effects increases forest cover ghg emission savings scenario analysis imports forest products countries forest biomes brazil indonesia authors,1,84
crop residues burning indonesia farming practices proportion contribution air pollution crop air emission factors basis tonnes crop residues emission greenhouse gases pollutants co2 emissions ch4 so2 nox nh3 n2o nmvoc particulate matter climate emissions warming potential crop residues science association bengaluru,1,84
country peatland indonesia contributor ghg emissions peat ecosystems emissions peat decomposition peat fires estimation peat area barrier inclusion peat fire emission document forest reference emission level frel followup document redd activities research objective approaches peat area frel document approach ministry environment forestry study gaung batang tuaka river unit khg khg priorities indonesia results area frel approach approach overestimate peat fire emissions approach area study production forest area approach frel submission improvements precision method accuracy area estimation licence iop publishing ltd,1,84
peat swamp forest emission co2 contributor greenhouse gas emission management unit site level kph tasik besar serkap area peat swamp forest psf disturbance sources land encroachment alien species invasion etc condition action resources productivity psf tree species order role production conservation objective study species psf kphp tasik besar serkap psf tree species balangeran shorea balangeran bintangur callophylum seedlings meter spacing distance species plot planting trial area treesspeciesha survival rates months months planting seedlingsha seedlingsha balangeran seedlingsha seedlingsha bintangur heights months balangeran bintangur damage seedlings occurrence shoot twig pest seedling mortality herbicide contact field staff herbicide plots seedlings weeds competitors borer balangeran seedlings months intensity attack case bintangur seedling mortality rates herbicide contact balangeran bintangur study balangeran productivity psf scheme stand society biodiversity rights,1,84
background rice nitrogen fertilizer nitrogen fertilizer problems blooms freshwater production oxide greenhouse gas times carbon dioxide development nitrogen use nue rice rice production rice expression alanine aminotransferase alaat gene barley monocot plant efficacy alaat gene cucumber rice evidence conservation alaat gene function monocot dicot results alaat gene cucumber csalaat2 pcambia1300 plant expression vectors control tissuespecific promoter osant1 agrobacterium transformation rice fatmawati construct events seedlings agar medium nitrogen concentration events root weight hybridization integration tdna event tdna insertions efficacy assay events greenhouse events biomass tiller number nitrogen content grain yield event fam13 increase yield plant biomass nitrogen condition events absorption nue nue grain nue nitrogen condition results study expression cucumber alanine aminotransferase2 gene nitrogen use efficiency rice conservation function gene monocot dicot authors,1,84
indonesia climate change greenhouse gas emissions percent percent half reduction forestrypeatlands sector peat fires indonesia targets efforts fact area peatland extent peatland mangrove forest fire indonesia carbon emissions indonesia polluters peat fire occurrence indonesia problems health mortality indonesia peatland area region land area lands islands sumatera island kalimantan island sulawesi island papua island peatland sumatera island damage land clearing objective research characteristics peatland land conditions forest expeatland fire community mix plantation dynamics peat groundwater level study location rainfall groundwater level sensors forest expeatland fire community mix plantation rainfallgroundwater level analysis response peatland characteristics results fire mix plantation peat soil characteristics increase soil density infiltration capacity soil porosity surface water peatland area groundwater level response rainfall peatland forest function forest cover rainfall interception volume lag time rainwater forest floor community plantation canopy diversity forest cover function peatland forest volume rainwater peat soil rainfallgroundwater level response forest diversity canopy cover peatland fire response groundwater level dynamics licence iop publishing ltd,1,84
mineral hydrocarbon extraction infrastructure drivers forest loss greenhouse gas emissions threats rights forest communities areas amazonia indonesia mesoamerica investments sectors threats forests rights resource extraction infrastructure population movements expansion forest region governments framework policy commitments crossborder infrastructure integration energy production growth strategies exploitation resources settlements elites resource extraction pathway development regulations forests peoples lands conservation areas threat smallscale gold mining locations driver deforestation degradation forest dwellers perceptions insecurity homicides activists relationships extraction infrastructure forests paper analysis forest loss areas resource extraction interviews informants feedback stakeholder workshops significance resource extraction infrastructure drivers forest loss rights violations attention analyses frameworks sustainability science national academy sciences rights,1,84
indonesias economy sector deforestation forest degradation emissions land use change forestry contributions indonesia emission reductions bau scenario share mitigation efforts sector production study impact implementation mitigation efforts sector economy environment use equilibrium model approaches emissions crop yield intensification farmers land decrease deforestation land conservation simulation intensification results gdp loss deforestation emissions farmers land land expansion plantations palm oil conservation practices forest areas emissions implementation intensification conservation efforts end cooperation governments incentive scheme farmers efforts lands,1,84
