Word,Frequency
kapal,1
penumpang,1
ferries,1
sunda,1
strait,1
ferry,1
modes,1
photovoltaic,1
mwhday,1
liters,1
breakeven,1
aims,1
predictor,1
asphalt,1
responsibilities,1
bunches,1
elaeis,1
guineensis,1
jacq,1
pfp,1
fertilizers,1
oer,1
biochar,1
tradeoff,1
timor,1
contamination,1
trends,1
introduction,1
detailed,1
nies,1
geography,1
pieces,1
bag,1
sempls,1
regard,1
confidence,1
thumb,1
ttest,1
diesel,1
defra,1
traffic,1
jam,1
gift,1
god,1
blessings,1
statute,1
library,1
28h,1
juncto,1
glimpse,1
nuance,1
articles,1
alignment,1
harmonization,1
assurance,1
proenvironment,1
leakage,1
caprocks,1
pores,1
flakes,1
openings,1
faults,1
fractures,1
traces,1
explosion,1
separation,1
purification,1
implementers,1
laundry,1
machine,1
certificate,1
description,1
clauses,1
course,1
wind,1
direction,1
monoxide,1
geophysics,1
tolerance,1
deviation,1
no8,1
hpa,1
mbar,1
faostat,1
wiod,1
converse,1
globalaverage,1
exporter,1
importers,1
chinaus,1
chinaeu,1
chinajapan,1
chinarussia,1
brazileu,1
indiaeu,1
indiaus,1
pairs,1
potentials,1
frame,1
static,1
chamber,1
heterogeneity,1
seaward,1
fluxes,1
abundance,1
mud,1
lobster,1
mounds,1
releases,1
reinstitution,1
regimes,1
proponents,1
removals,1
stabilization,1
atmospheric,1
standards,1
kilograms,1
carbondioxide,1
correspond,1
disadvantages,1
yale,1
nizam,1
zachman,1
muara,1
greenport,1
comprises,1
tonsyear,1
dumping,1
co2eqyear,1
waterways,1
tank,1
tanks,1
dust,1
hydrologic,1
central,1
droughtprone,1
sahel,1
northeast,1
tropospheric,1
identification,1
aggregate,1
originates,1
potato,1
generation,1
minimization,1
additives,1
molasses,1
lactobacillus,1
plantarum,1
waterash,1
viet,1
nam,1
hong,1
kong,1
baptist,1
removal,1
kenya,1
costa,1
rica,1
ethiopia,1
efficiencies,1
bod,1
tkn,1
sulfates,1
tannery,1
cm2yr,1
gm2yr,1
mediasubstrate,1
loading,1
retention,1
kft,1
budapest,1
hungary,1
challenge,1
preferences,1
adults,1
studi,1
totalsdt,1
riskesdas,1
beans,1
banana,1
liver,1
mackerel,1
egg,1
shallot,1
thai,1
kcal,1
overweight,1
person,1
eggs,1
kgco2eqpersony,1
selection,1
publications,1
programme,1
lulucf,1
peat,1
reservoirs,1
discourse,1
guidance,1
wetland,1
translation,1
bioone,1
timeseries,1
periods,1
thermodynamics,1
twostage,1
interrelationship,1
credit,1
narration,1
reputation,1
facts,1
idx,1
tmailc,1
jonas,1
zemaitis,1
military,1
lithuania,1
srac,1
identifying,1
prince,1
exiobase,1
so2,1
matters,1
architecture,1
dwellings,1
origins,1
denmark,1
combinations,1
bilateral,1
firm,1
item,1
verification,1
important,1
provision,1
objects,1
stone,1
crushers,1
pancadarma,1
surakarta,1
bengawan,1
readymix,1
kragilan,1
formula,1
tonco2year,1
tonch4year,1
tonn2oyear,1
kgco2,1
substages,1
inefficiency,1
rumah,1
tempe,1
tangerang,1
cmlia,1
v301world,1
pctool,1
pre,1
boiling,1
splitting,1
substances,1
examples,1
alterations,1
geomorphology,1
sediment,1
quarry,1
audience,1
practitioners,1
developers,1
postgraduate,1
scholars,1
regents,1
california,1
treatments,1
incinerator,1
digester,1
mrf,1
commodity,1
elasticity,1
tire,1
sport,1
devices,1
increasing,1
crepe,1
latex,1
centrifuge,1
citizen,1
primary,1
exports,1
means,1
roadsdecks,1
situations,1
rivers,1
instances,1
trail,1
attribute,1
length,1
bintuni,1
barat,1
appraisal,1
compliance,1
communications,1
affair,1
permits,1
weightings,1
define,1
scoring,1
matrices,1
rank,1
elimination,1
constraints,1
recommendation,1
reinjection,1
tangguh,1
jack,1
justification,1
permitting,1
destination,1
ijtech,1
class,1
pci,1
basedgeopolymer,1
lead,1
alkali,1
silica,1
alumina,1
silicaalumina,1
microstructure,1
ashes,1
al2o3,1
mixing,1
asers,1
matrix,1
sam,1
logging,1
malahayati,1
gruyter,1
opec,1
electric,1
train,1
tram,1
rails,1
grid,1
tracks,1
rail,1
advantage,1
roaming,1
recharging,1
mobility,1
